nanosEpoch,time,msuk,source,cbidPx,cbidSz,caskPx,caskSz,bidPx,bidSz,askPx,askSz,tradePx,tradeSz,channelId,seqNum,msgIdx
1565157926800977000,2019-08-07 06:05:26.800977,79889147,EUREX,92.149,95,92.149,91,92.149,95,92.149,91,0,0,0,597283,0
1565157926801491000,2019-08-07 06:05:26.801491,79889147,EUREX,93.362,107,93.362,106,93.362,107,93.362,106,0,0,0,597283,0
1565157926802004000,2019-08-07 06:05:26.802004,79889147,EUREX,92.517,103,92.527,105,92.517,103,92.527,105,0,0,0,597283,0
1565157926802505000,2019-08-07 06:05:26.802505,79889147,EUREX,91.28,99,91.31,91,91.28,99,91.31,91,0,0,0,597283,0
1565157926803003000,2019-08-07 06:05:26.803003,79889147,EUREX,91.524,95,91.524,113,91.524,95,91.524,113,0,0,0,597283,0
1565157926803523000,2019-08-07 06:05:26.803523,79889147,EUREX,91.657,101,91.657,87,91.657,101,91.657,87,0,0,0,597283,0
1565157926804015000,2019-08-07 06:05:26.804015,79889147,EUREX,91.094,97,91.094,103,91.094,97,91.094,103,0,0,0,597283,0
1565157926804491000,2019-08-07 06:05:26.804491,79889147,EUREX,89.972,92,90.152,96,89.972,92,90.152,96,0,0,0,597283,0
1565157926804995000,2019-08-07 06:05:26.804995,79889147,EUREX,90.432,99,90.47200000000001,109,90.432,99,90.47200000000001,109,0,0,0,597283,0
1565157926805508000,2019-08-07 06:05:26.805508,79889147,EUREX,89.633,105,89.633,101,89.633,105,89.633,101,0,0,0,597283,0
1565157926806008000,2019-08-07 06:05:26.806008,79889147,EUREX,90.843,100,90.843,98,90.843,100,90.843,98,0,0,0,597283,0
1565157926806513000,2019-08-07 06:05:26.806513,79889147,EUREX,92.488,98,92.488,108,92.488,98,92.488,108,0,0,0,597283,0
1565157926807030000,2019-08-07 06:05:26.807030,79889147,EUREX,93.018,123,93.018,110,93.018,123,93.018,110,0,0,0,597283,0
1565157926807547000,2019-08-07 06:05:26.807547,79889147,EUREX,92.152,109,92.152,103,92.152,109,92.152,103,0,0,0,597283,0
1565157926808025000,2019-08-07 06:05:26.808025,79889147,EUREX,92.993,107,93.003,100,92.993,107,93.003,100,0,0,0,597283,0
1565157926808537000,2019-08-07 06:05:26.808537,79889147,EUREX,93.636,101,93.696,99,93.636,101,93.696,99,0,0,0,597283,0
1565157926809057000,2019-08-07 06:05:26.809057,79889147,EUREX,93.211,103,93.211,99,93.211,103,93.211,99,0,0,0,597283,0
1565157926809548000,2019-08-07 06:05:26.809548,79889147,EUREX,93.606,106,93.606,99,93.606,106,93.606,99,0,0,0,597283,0
1565157926810040000,2019-08-07 06:05:26.810040,79889147,EUREX,93.877,106,93.877,97,93.877,106,93.877,97,0,0,0,597283,0
1565157926810524000,2019-08-07 06:05:26.810524,79889147,EUREX,94.3,93,94.3,98,94.3,93,94.3,98,0,0,0,597283,0
1565157926811023000,2019-08-07 06:05:26.811023,79889147,EUREX,92.466,104,92.51599999999999,107,92.466,104,92.51599999999999,107,0,0,0,597283,0
1565157926811514000,2019-08-07 06:05:26.811514,79889147,EUREX,91.34,112,91.34,88,91.34,112,91.34,88,0,0,0,597283,0
1565157926812032000,2019-08-07 06:05:26.812032,79889147,EUREX,90.061,101,90.061,94,90.061,101,90.061,94,0,0,0,597283,0
1565157926812550000,2019-08-07 06:05:26.812550,79889147,EUREX,89.467,105,89.487,105,89.467,105,89.487,105,0,0,0,597283,0
1565157926813075000,2019-08-07 06:05:26.813075,79889147,EUREX,90.655,106,90.655,87,90.655,106,90.655,87,0,0,0,597283,0
1565157926813576000,2019-08-07 06:05:26.813576,79889147,EUREX,90.418,104,90.418,94,90.418,104,90.418,94,0,0,0,597283,0
1565157926814067000,2019-08-07 06:05:26.814067,79889147,EUREX,89.981,109,89.991,98,89.981,109,89.991,98,0,0,0,597283,0
1565157926814586000,2019-08-07 06:05:26.814586,79889147,EUREX,91.561,113,91.671,102,91.561,113,91.671,102,0,0,0,597283,0
1565157926815067000,2019-08-07 06:05:26.815067,79889147,EUREX,93.441,92,93.441,105,93.441,92,93.441,105,0,0,0,597283,0
1565157926815552000,2019-08-07 06:05:26.815552,79889147,EUREX,94.41,117,94.41,114,94.41,117,94.41,114,0,0,0,597283,0
1565157926816035000,2019-08-07 06:05:26.816035,79889147,EUREX,94.495,106,94.745,97,94.495,106,94.745,97,0,0,0,597283,0
1565157926816516000,2019-08-07 06:05:26.816516,79889147,EUREX,93.844,87,93.844,91,93.844,87,93.844,91,0,0,0,597283,0
1565157926817020000,2019-08-07 06:05:26.817020,79889147,EUREX,93.527,102,93.537,91,93.527,102,93.537,91,0,0,0,597283,0
1565157926817489000,2019-08-07 06:05:26.817489,79889147,EUREX,95.206,114,95.206,88,95.206,114,95.206,88,0,0,0,597283,0
1565157926817996000,2019-08-07 06:05:26.817996,79889147,EUREX,93.899,89,93.899,101,93.899,89,93.899,101,0,0,0,597283,0
1565157926818494000,2019-08-07 06:05:26.818494,79889147,EUREX,93.29,105,93.32000000000001,103,93.29,105,93.32000000000001,103,0,0,0,597283,0
1565157926819022000,2019-08-07 06:05:26.819022,79889147,EUREX,93.208,100,93.208,93,93.208,100,93.208,93,0,0,0,597283,0
1565157926819528000,2019-08-07 06:05:26.819528,79889147,EUREX,92.683,101,92.71300000000001,114,92.683,101,92.71300000000001,114,0,0,0,597283,0
1565157926820032000,2019-08-07 06:05:26.820032,79889147,EUREX,92.94,101,93.0,100,92.94,101,93.0,100,0,0,0,597283,0
1565157926820510000,2019-08-07 06:05:26.820510,79889147,EUREX,93.553,112,93.553,100,93.553,112,93.553,100,0,0,0,597283,0
1565157926821013000,2019-08-07 06:05:26.821013,79889147,EUREX,94.422,98,94.422,104,94.422,98,94.422,104,0,0,0,597283,0
1565157926821494000,2019-08-07 06:05:26.821494,79889147,EUREX,96.148,101,96.148,103,96.148,101,96.148,103,0,0,0,597283,0
1565157926821983000,2019-08-07 06:05:26.821983,79889147,EUREX,96.508,89,96.518,102,96.508,89,96.518,102,0,0,0,597283,0
1565157926822491000,2019-08-07 06:05:26.822491,79889147,EUREX,95.42,105,95.46000000000001,82,95.42,105,95.46000000000001,82,0,0,0,597283,0
1565157926823023000,2019-08-07 06:05:26.823023,79889147,EUREX,96.809,102,96.809,94,96.809,102,96.809,94,0,0,0,597283,0
1565157926823523000,2019-08-07 06:05:26.823523,79889147,EUREX,96.366,97,96.376,99,96.366,97,96.376,99,0,0,0,597283,0
1565157926824017000,2019-08-07 06:05:26.824017,79889147,EUREX,96.395,102,96.395,96,96.395,102,96.395,96,0,0,0,597283,0
1565157926824505000,2019-08-07 06:05:26.824505,79889147,EUREX,97.784,102,97.784,87,97.784,102,97.784,87,0,0,0,597283,0
1565157926825003000,2019-08-07 06:05:26.825003,79889147,EUREX,98.008,94,98.008,101,98.008,94,98.008,101,0,0,0,597283,0
1565157926825519000,2019-08-07 06:05:26.825519,79889147,EUREX,97.405,97,97.405,110,97.405,97,97.405,110,0,0,0,597283,0
1565157926826032000,2019-08-07 06:05:26.826032,79889147,EUREX,98.582,93,98.582,102,98.582,93,98.582,102,0,0,0,597283,0
1565157926826534000,2019-08-07 06:05:26.826534,79889147,EUREX,98.806,101,98.806,108,98.806,101,98.806,108,0,0,0,597283,0
1565157926827024000,2019-08-07 06:05:26.827024,79889147,EUREX,99.209,88,99.209,94,99.209,88,99.209,94,0,0,0,597283,0
1565157926827520000,2019-08-07 06:05:26.827520,79889147,EUREX,99.017,108,99.027,95,99.017,108,99.027,95,0,0,0,597283,0
1565157926828030000,2019-08-07 06:05:26.828030,79889147,EUREX,97.8,87,97.91,95,97.8,87,97.91,95,0,0,0,597283,0
1565157926828550000,2019-08-07 06:05:26.828550,79889147,EUREX,98.046,110,98.146,100,98.046,110,98.146,100,0,0,0,597283,0
1565157926829043000,2019-08-07 06:05:26.829043,79889147,EUREX,96.907,87,96.907,115,96.907,87,96.907,115,0,0,0,597283,0
1565157926829571000,2019-08-07 06:05:26.829571,79889147,EUREX,96.497,107,96.497,108,96.497,107,96.497,108,0,0,0,597283,0
1565157926830070000,2019-08-07 06:05:26.830070,79889147,EUREX,97.262,100,97.262,107,97.262,100,97.262,107,0,0,0,597283,0
1565157926830572000,2019-08-07 06:05:26.830572,79889147,EUREX,96.975,100,96.975,97,96.975,100,96.975,97,0,0,0,597283,0
1565157926831086000,2019-08-07 06:05:26.831086,79889147,EUREX,97.459,95,97.459,109,97.459,95,97.459,109,0,0,0,597283,0
1565157926831616000,2019-08-07 06:05:26.831616,79889147,EUREX,96.899,97,96.919,102,96.899,97,96.919,102,0,0,0,597283,0
1565157926832104000,2019-08-07 06:05:26.832104,79889147,EUREX,96.121,94,96.291,101,96.121,94,96.291,101,0,0,0,597283,0
1565157926832598000,2019-08-07 06:05:26.832598,79889147,EUREX,94.882,87,94.882,94,94.882,87,94.882,94,0,0,0,597283,0
1565157926833079000,2019-08-07 06:05:26.833079,79889147,EUREX,94.555,106,94.555,95,94.555,106,94.555,95,0,0,0,597283,0
1565157926833604000,2019-08-07 06:05:26.833604,79889147,EUREX,95.483,105,95.483,105,95.483,105,95.483,105,0,0,0,597283,0
1565157926834097000,2019-08-07 06:05:26.834097,79889147,EUREX,97.174,101,97.244,108,97.174,101,97.244,108,0,0,0,597283,0
1565157926834608000,2019-08-07 06:05:26.834608,79889147,EUREX,98.191,99,98.251,92,98.191,99,98.251,92,0,0,0,597283,0
1565157926835105000,2019-08-07 06:05:26.835105,79889147,EUREX,97.057,108,97.247,92,97.057,108,97.247,92,0,0,0,597283,0
1565157926835608000,2019-08-07 06:05:26.835608,79889147,EUREX,97.824,89,97.824,96,97.824,89,97.824,96,0,0,0,597283,0
1565157926836117000,2019-08-07 06:05:26.836117,79889147,EUREX,97.24,103,97.24,99,97.24,103,97.24,99,0,0,0,597283,0
1565157926836617000,2019-08-07 06:05:26.836617,79889147,EUREX,94.391,110,94.43100000000001,98,94.391,110,94.43100000000001,98,0,0,0,597283,0
1565157926837143000,2019-08-07 06:05:26.837143,79889147,EUREX,92.342,96,92.352,94,92.342,96,92.352,94,0,0,0,597283,0
1565157926837637000,2019-08-07 06:05:26.837637,79889147,EUREX,94.285,102,94.285,100,94.285,102,94.285,100,0,0,0,597283,0
1565157926838151000,2019-08-07 06:05:26.838151,79889147,EUREX,94.481,105,94.481,105,94.481,105,94.481,105,0,0,0,597283,0
1565157926838646000,2019-08-07 06:05:26.838646,79889147,EUREX,94.398,103,94.408,107,94.398,103,94.408,107,0,0,0,597283,0
1565157926839148000,2019-08-07 06:05:26.839148,79889147,EUREX,94.428,101,94.518,107,94.428,101,94.518,107,0,0,0,597283,0
1565157926839640000,2019-08-07 06:05:26.839640,79889147,EUREX,95.262,90,95.342,103,95.262,90,95.342,103,0,0,0,597283,0
1565157926840114000,2019-08-07 06:05:26.840114,79889147,EUREX,93.945,105,93.945,105,93.945,105,93.945,105,0,0,0,597283,0
1565157926840581000,2019-08-07 06:05:26.840581,79889147,EUREX,93.119,99,93.119,99,93.119,99,93.119,99,0,0,0,597283,0
1565157926841098000,2019-08-07 06:05:26.841098,79889147,EUREX,92.989,100,92.989,95,92.989,100,92.989,95,0,0,0,597283,0
1565157926841579000,2019-08-07 06:05:26.841579,79889147,EUREX,92.927,100,92.947,106,92.927,100,92.947,106,0,0,0,597283,0
1565157926842075000,2019-08-07 06:05:26.842075,79889147,EUREX,94.534,104,94.534,90,94.534,104,94.534,90,0,0,0,597283,0
1565157926842576000,2019-08-07 06:05:26.842576,79889147,EUREX,94.496,94,94.496,95,94.496,94,94.496,95,0,0,0,597283,0
1565157926843093000,2019-08-07 06:05:26.843093,79889147,EUREX,95.089,102,95.15899999999999,103,95.089,102,95.15899999999999,103,0,0,0,597283,0
1565157926843608000,2019-08-07 06:05:26.843608,79889147,EUREX,92.667,107,92.667,95,92.667,107,92.667,95,0,0,0,597283,0
1565157926844096000,2019-08-07 06:05:26.844096,79889147,EUREX,93.163,105,93.213,108,93.163,105,93.213,108,0,0,0,597283,0
1565157926844609000,2019-08-07 06:05:26.844609,79889147,EUREX,94.351,106,94.381,103,94.351,106,94.381,103,0,0,0,597283,0
1565157926845115000,2019-08-07 06:05:26.845115,79889147,EUREX,95.1,101,95.1,93,95.1,101,95.1,93,0,0,0,597283,0
1565157926845593000,2019-08-07 06:05:26.845593,79889147,EUREX,93.925,83,93.925,103,93.925,83,93.925,103,0,0,0,597283,0
1565157926846098000,2019-08-07 06:05:26.846098,79889147,EUREX,92.782,97,92.782,105,92.782,97,92.782,105,0,0,0,597283,0
1565157926846618000,2019-08-07 06:05:26.846618,79889147,EUREX,93.716,95,93.716,104,93.716,95,93.716,104,0,0,0,597283,0
1565157926847117000,2019-08-07 06:05:26.847117,79889147,EUREX,92.892,109,92.91199999999999,105,92.892,109,92.91199999999999,105,0,0,0,597283,0
1565157926847598000,2019-08-07 06:05:26.847598,79889147,EUREX,93.465,102,93.465,107,93.465,102,93.465,107,0,0,0,597283,0
1565157926848070000,2019-08-07 06:05:26.848070,79889147,EUREX,93.57,100,93.58,113,93.57,100,93.58,113,0,0,0,597283,0
1565157926848549000,2019-08-07 06:05:26.848549,79889147,EUREX,92.964,80,93.094,97,92.964,80,93.094,97,0,0,0,597283,0
1565157926849053000,2019-08-07 06:05:26.849053,79889147,EUREX,92.117,105,92.117,100,92.117,105,92.117,100,0,0,0,597283,0
1565157926849564000,2019-08-07 06:05:26.849564,79889147,EUREX,91.538,93,91.548,103,91.538,93,91.548,103,0,0,0,597283,0
1565157926850075000,2019-08-07 06:05:26.850075,79889147,EUREX,91.147,98,91.147,101,91.147,98,91.147,101,0,0,0,597283,0
1565157926850609000,2019-08-07 06:05:26.850609,79889147,EUREX,89.266,100,89.266,107,89.266,100,89.266,107,0,0,0,597283,0
1565157926851101000,2019-08-07 06:05:26.851101,79889147,EUREX,89.72,104,89.99,99,89.72,104,89.99,99,0,0,0,597283,0
1565157926851589000,2019-08-07 06:05:26.851589,79889147,EUREX,88.518,94,88.518,100,88.518,94,88.518,100,0,0,0,597283,0
1565157926852090000,2019-08-07 06:05:26.852090,79889147,EUREX,89.072,96,89.072,93,89.072,96,89.072,93,0,0,0,597283,0
1565157926852602000,2019-08-07 06:05:26.852602,79889147,EUREX,89.797,94,89.837,102,89.797,94,89.837,102,0,0,0,597283,0
1565157926853082000,2019-08-07 06:05:26.853082,79889147,EUREX,88.529,106,88.529,87,88.529,106,88.529,87,0,0,0,597283,0
1565157926853583000,2019-08-07 06:05:26.853583,79889147,EUREX,89.901,100,89.92099999999999,102,89.901,100,89.92099999999999,102,0,0,0,597283,0
1565157926854064000,2019-08-07 06:05:26.854064,79889147,EUREX,88.913,104,88.913,91,88.913,104,88.913,91,0,0,0,597283,0
1565157926854589000,2019-08-07 06:05:26.854589,79889147,EUREX,89.363,107,89.363,112,89.363,107,89.363,112,0,0,0,597283,0
1565157926855094000,2019-08-07 06:05:26.855094,79889147,EUREX,89.045,94,89.045,120,89.045,94,89.045,120,0,0,0,597283,0
1565157926855579000,2019-08-07 06:05:26.855579,79889147,EUREX,89.441,93,89.45100000000001,104,89.441,93,89.45100000000001,104,0,0,0,597283,0
1565157926856101000,2019-08-07 06:05:26.856101,79889147,EUREX,89.317,96,89.317,98,89.317,96,89.317,98,0,0,0,597283,0
1565157926856607000,2019-08-07 06:05:26.856607,79889147,EUREX,89.659,99,89.659,102,89.659,99,89.659,102,0,0,0,597283,0
1565157926857113000,2019-08-07 06:05:26.857113,79889147,EUREX,90.617,104,90.667,111,90.617,104,90.667,111,0,0,0,597283,0
1565157926857607000,2019-08-07 06:05:26.857607,79889147,EUREX,91.864,109,91.884,92,91.864,109,91.884,92,0,0,0,597283,0
1565157926858116000,2019-08-07 06:05:26.858116,79889147,EUREX,92.011,89,92.021,97,92.011,89,92.021,97,0,0,0,597283,0
1565157926858621000,2019-08-07 06:05:26.858621,79889147,EUREX,93.579,97,93.579,108,93.579,97,93.579,108,0,0,0,597283,0
1565157926859143000,2019-08-07 06:05:26.859143,79889147,EUREX,94.528,103,94.528,97,94.528,103,94.528,97,0,0,0,597283,0
1565157926859633000,2019-08-07 06:05:26.859633,79889147,EUREX,96.08,95,96.09,91,96.08,95,96.09,91,0,0,0,597283,0
1565157926860151000,2019-08-07 06:05:26.860151,79889147,EUREX,96.639,91,96.639,96,96.639,91,96.639,96,0,0,0,597283,0
1565157926860637000,2019-08-07 06:05:26.860637,79889147,EUREX,96.831,100,96.831,110,96.831,100,96.831,110,0,0,0,597283,0
1565157926861129000,2019-08-07 06:05:26.861129,79889147,EUREX,96.409,103,96.41900000000001,99,96.409,103,96.41900000000001,99,0,0,0,597283,0
1565157926861639000,2019-08-07 06:05:26.861639,79889147,EUREX,96.142,86,96.152,89,96.142,86,96.152,89,0,0,0,597283,0
1565157926862132000,2019-08-07 06:05:26.862132,79889147,EUREX,97.4,96,97.4,84,97.4,96,97.4,84,0,0,0,597283,0
1565157926862606000,2019-08-07 06:05:26.862606,79889147,EUREX,96.716,93,97.166,89,96.716,93,97.166,89,0,0,0,597283,0
1565157926863118000,2019-08-07 06:05:26.863118,79889147,EUREX,96.344,106,96.36399999999999,105,96.344,106,96.36399999999999,105,0,0,0,597283,0
1565157926863591000,2019-08-07 06:05:26.863591,79889147,EUREX,97.161,101,97.191,100,97.161,101,97.191,100,0,0,0,597283,0
1565157926864075000,2019-08-07 06:05:26.864075,79889147,EUREX,96.269,96,96.269,96,96.269,96,96.269,96,0,0,0,597283,0
1565157926864558000,2019-08-07 06:05:26.864558,79889147,EUREX,95.873,99,95.893,89,95.873,99,95.893,89,0,0,0,597283,0
1565157926865076000,2019-08-07 06:05:26.865076,79889147,EUREX,96.535,104,96.535,84,96.535,104,96.535,84,0,0,0,597283,0
1565157926865573000,2019-08-07 06:05:26.865573,79889147,EUREX,97.835,101,97.835,92,97.835,101,97.835,92,0,0,0,597283,0
1565157926866057000,2019-08-07 06:05:26.866057,79889147,EUREX,97.798,105,97.798,111,97.798,105,97.798,111,0,0,0,597283,0
1565157926866561000,2019-08-07 06:05:26.866561,79889147,EUREX,98.389,97,98.559,99,98.389,97,98.559,99,0,0,0,597283,0
1565157926867076000,2019-08-07 06:05:26.867076,79889147,EUREX,98.413,93,98.413,113,98.413,93,98.413,113,0,0,0,597283,0
1565157926867592000,2019-08-07 06:05:26.867592,79889147,EUREX,97.623,85,97.623,102,97.623,85,97.623,102,0,0,0,597283,0
1565157926868055000,2019-08-07 06:05:26.868055,79889147,EUREX,98.854,111,98.864,92,98.854,111,98.864,92,0,0,0,597283,0
1565157926868555000,2019-08-07 06:05:26.868555,79889147,EUREX,98.575,94,98.575,90,98.575,94,98.575,90,0,0,0,597283,0
1565157926869052000,2019-08-07 06:05:26.869052,79889147,EUREX,98.134,105,98.134,115,98.134,105,98.134,115,0,0,0,597283,0
1565157926869553000,2019-08-07 06:05:26.869553,79889147,EUREX,97.492,107,97.492,99,97.492,107,97.492,99,0,0,0,597283,0
1565157926870062000,2019-08-07 06:05:26.870062,79889147,EUREX,96.641,111,96.641,90,96.641,111,96.641,90,0,0,0,597283,0
1565157926870584000,2019-08-07 06:05:26.870584,79889147,EUREX,96.374,99,96.384,103,96.374,99,96.384,103,0,0,0,597283,0
1565157926871075000,2019-08-07 06:05:26.871075,79889147,EUREX,96.337,86,96.397,100,96.337,86,96.397,100,0,0,0,597283,0
1565157926871578000,2019-08-07 06:05:26.871578,79889147,EUREX,97.138,94,97.138,100,97.138,94,97.138,100,0,0,0,597283,0
1565157926872100000,2019-08-07 06:05:26.872100,79889147,EUREX,98.019,105,98.019,99,98.019,105,98.019,99,0,0,0,597283,0
1565157926872611000,2019-08-07 06:05:26.872611,79889147,EUREX,98.186,104,98.186,107,98.186,104,98.186,107,0,0,0,597283,0
1565157926873113000,2019-08-07 06:05:26.873113,79889147,EUREX,98.863,100,98.863,107,98.863,100,98.863,107,0,0,0,597283,0
1565157926873614000,2019-08-07 06:05:26.873614,79889147,EUREX,98.611,104,98.62100000000001,94,98.611,104,98.62100000000001,94,0,0,0,597283,0
1565157926874134000,2019-08-07 06:05:26.874134,79889147,EUREX,98.661,104,98.661,101,98.661,104,98.661,101,0,0,0,597283,0
1565157926874638000,2019-08-07 06:05:26.874638,79889147,EUREX,98.345,102,98.375,98,98.345,102,98.375,98,0,0,0,597283,0
1565157926875143000,2019-08-07 06:05:26.875143,79889147,EUREX,99.579,104,99.579,89,99.579,104,99.579,89,0,0,0,597283,0
1565157926875661000,2019-08-07 06:05:26.875661,79889147,EUREX,98.81,99,98.81,100,98.81,99,98.81,100,0,0,0,597283,0
1565157926876166000,2019-08-07 06:05:26.876166,79889147,EUREX,99.264,94,99.274,102,99.264,94,99.274,102,0,0,0,597283,0
1565157926876659000,2019-08-07 06:05:26.876659,79889147,EUREX,99.685,114,99.685,94,99.685,114,99.685,94,0,0,0,597283,0
1565157926877155000,2019-08-07 06:05:26.877155,79889147,EUREX,101.005,98,101.005,97,101.005,98,101.005,97,0,0,0,597283,0
1565157926877659000,2019-08-07 06:05:26.877659,79889147,EUREX,99.836,82,99.836,109,99.836,82,99.836,109,0,0,0,597283,0
1565157926878145000,2019-08-07 06:05:26.878145,79889147,EUREX,97.927,90,97.927,99,97.927,90,97.927,99,0,0,0,597283,0
1565157926878643000,2019-08-07 06:05:26.878643,79889147,EUREX,98.879,94,98.959,103,98.879,94,98.959,103,0,0,0,597283,0
1565157926879117000,2019-08-07 06:05:26.879117,79889147,EUREX,99.734,106,99.734,97,99.734,106,99.734,97,0,0,0,597283,0
1565157926879616000,2019-08-07 06:05:26.879616,79889147,EUREX,100.003,91,100.013,107,100.003,91,100.013,107,0,0,0,597283,0
1565157926880123000,2019-08-07 06:05:26.880123,79889147,EUREX,98.776,99,98.786,99,98.776,99,98.786,99,0,0,0,597283,0
1565157926880638000,2019-08-07 06:05:26.880638,79889147,EUREX,99.045,108,99.045,100,99.045,108,99.045,100,0,0,0,597283,0
1565157926881138000,2019-08-07 06:05:26.881138,79889147,EUREX,98.585,100,98.585,103,98.585,100,98.585,103,0,0,0,597283,0
1565157926881668000,2019-08-07 06:05:26.881668,79889147,EUREX,98.07,91,98.1,101,98.07,91,98.1,101,0,0,0,597283,0
1565157926882166000,2019-08-07 06:05:26.882166,79889147,EUREX,98.188,96,98.188,104,98.188,96,98.188,104,0,0,0,597283,0
1565157926882647000,2019-08-07 06:05:26.882647,79889147,EUREX,97.226,109,97.226,109,97.226,109,97.226,109,0,0,0,597283,0
1565157926883150000,2019-08-07 06:05:26.883150,79889147,EUREX,98.956,106,98.956,101,98.956,106,98.956,101,0,0,0,597283,0
1565157926883635000,2019-08-07 06:05:26.883635,79889147,EUREX,97.891,91,97.891,99,97.891,91,97.891,99,0,0,0,597283,0
1565157926884132000,2019-08-07 06:05:26.884132,79889147,EUREX,98.372,108,98.402,101,98.372,108,98.402,101,0,0,0,597283,0
1565157926884615000,2019-08-07 06:05:26.884615,79889147,EUREX,99.448,98,99.448,100,99.448,98,99.448,100,0,0,0,597283,0
1565157926885131000,2019-08-07 06:05:26.885131,79889147,EUREX,100.901,99,100.901,101,100.901,99,100.901,101,0,0,0,597283,0
1565157926885642000,2019-08-07 06:05:26.885642,79889147,EUREX,100.981,92,100.981,92,100.981,92,100.981,92,0,0,0,597283,0
1565157926886190000,2019-08-07 06:05:26.886190,79889147,EUREX,100.21,101,100.32,102,100.21,101,100.32,102,0,0,0,597283,0
1565157926886695000,2019-08-07 06:05:26.886695,79889147,EUREX,101.624,112,101.64399999999999,92,101.624,112,101.64399999999999,92,0,0,0,597283,0
1565157926887164000,2019-08-07 06:05:26.887164,79889147,EUREX,100.505,98,100.545,95,100.505,98,100.545,95,0,0,0,597283,0
1565157926887676000,2019-08-07 06:05:26.887676,79889147,EUREX,100.071,106,100.071,99,100.071,106,100.071,99,0,0,0,597283,0
1565157926888194000,2019-08-07 06:05:26.888194,79889147,EUREX,101.748,106,101.78800000000001,82,101.748,106,101.78800000000001,82,0,0,0,597283,0
1565157926888673000,2019-08-07 06:05:26.888673,79889147,EUREX,101.691,115,101.691,88,101.691,115,101.691,88,0,0,0,597283,0
1565157926889195000,2019-08-07 06:05:26.889195,79889147,EUREX,102.163,98,102.163,104,102.163,98,102.163,104,0,0,0,597283,0
1565157926889703000,2019-08-07 06:05:26.889703,79889147,EUREX,102.787,96,102.787,93,102.787,96,102.787,93,0,0,0,597283,0
1565157926890226000,2019-08-07 06:05:26.890226,79889147,EUREX,102.496,100,102.496,101,102.496,100,102.496,101,0,0,0,597283,0
1565157926890724000,2019-08-07 06:05:26.890724,79889147,EUREX,102.544,111,102.564,100,102.544,111,102.564,100,0,0,0,597283,0
1565157926891245000,2019-08-07 06:05:26.891245,79889147,EUREX,102.328,109,102.33800000000001,101,102.328,109,102.33800000000001,101,0,0,0,597283,0
1565157926891736000,2019-08-07 06:05:26.891736,79889147,EUREX,100.303,99,100.303,103,100.303,99,100.303,103,0,0,0,597283,0
1565157926892260000,2019-08-07 06:05:26.892260,79889147,EUREX,98.564,103,98.564,114,98.564,103,98.564,114,0,0,0,597283,0
1565157926892756000,2019-08-07 06:05:26.892756,79889147,EUREX,98.831,95,98.831,108,98.831,95,98.831,108,0,0,0,597283,0
1565157926893252000,2019-08-07 06:05:26.893252,79889147,EUREX,98.048,96,98.058,107,98.048,96,98.058,107,0,0,0,597283,0
1565157926893755000,2019-08-07 06:05:26.893755,79889147,EUREX,98.25,110,98.25,101,98.25,110,98.25,101,0,0,0,597283,0
1565157926894251000,2019-08-07 06:05:26.894251,79889147,EUREX,97.336,105,97.496,108,97.336,105,97.496,108,0,0,0,597283,0
1565157926894748000,2019-08-07 06:05:26.894748,79889147,EUREX,97.089,105,97.089,98,97.089,105,97.089,98,0,0,0,597283,0
1565157926895238000,2019-08-07 06:05:26.895238,79889147,EUREX,96.945,98,96.985,88,96.945,98,96.985,88,0,0,0,597283,0
1565157926895721000,2019-08-07 06:05:26.895721,79889147,EUREX,97.006,86,97.036,96,97.006,86,97.036,96,0,0,0,597283,0
1565157926896200000,2019-08-07 06:05:26.896200,79889147,EUREX,96.208,115,96.208,98,96.208,115,96.208,98,0,0,0,597283,0
1565157926896686000,2019-08-07 06:05:26.896686,79889147,EUREX,96.227,97,96.227,96,96.227,97,96.227,96,0,0,0,597283,0
1565157926897206000,2019-08-07 06:05:26.897206,79889147,EUREX,96.168,102,96.20800000000001,103,96.168,102,96.20800000000001,103,0,0,0,597283,0
1565157926897704000,2019-08-07 06:05:26.897704,79889147,EUREX,96.161,94,96.221,101,96.161,94,96.221,101,0,0,0,597283,0
1565157926898204000,2019-08-07 06:05:26.898204,79889147,EUREX,95.911,90,95.911,98,95.911,90,95.911,98,0,0,0,597283,0
1565157926898709000,2019-08-07 06:05:26.898709,79889147,EUREX,94.632,97,94.632,92,94.632,97,94.632,92,0,0,0,597283,0
1565157926899213000,2019-08-07 06:05:26.899213,79889147,EUREX,94.474,98,94.494,102,94.474,98,94.494,102,0,0,0,597283,0
1565157926899706000,2019-08-07 06:05:26.899706,79889147,EUREX,92.687,100,92.697,95,92.687,100,92.697,95,0,0,0,597283,0
1565157926900222000,2019-08-07 06:05:26.900222,79889147,EUREX,92.364,92,92.37400000000001,100,92.364,92,92.37400000000001,100,0,0,0,597283,0
1565157926900719000,2019-08-07 06:05:26.900719,79889147,EUREX,91.558,113,91.558,100,91.558,113,91.558,100,0,0,0,597283,0
1565157926901202000,2019-08-07 06:05:26.901202,79889147,EUREX,92.298,103,92.298,94,92.298,103,92.298,94,0,0,0,597283,0
1565157926901702000,2019-08-07 06:05:26.901702,79889147,EUREX,94.296,88,94.296,104,94.296,88,94.296,104,0,0,0,597283,0
